,Payout,Portfolio_Value,Win,Loss,Surrender,Blackjack,Push
502,50.0,2325.0,0,0,1,0,0
502,50.0,2375.0,0,0,1,0,0
503,-50.0,2325.0,0,1,0,0,0
504,-50.0,2275.0,0,1,0,0,0
505,50.0,2325.0,0,0,1,0,0
506,-50.0,2275.0,0,1,0,0,0
507,-50.0,2225.0,0,0,1,0,0
508,-50.0,2175.0,0,1,0,0,0
509,-50.0,2125.0,0,1,0,0,0
510,50.0,2175.0,0,0,1,0,0
511,50.0,2225.0,0,0,1,0,0
512,50.0,2275.0,0,0,1,0,0
513,50.0,2325.0,0,0,1,0,0
514,-50.0,2275.0,0,1,0,0,0
514,-50.0,2225.0,0,1,0,0,0
514,0.0,2225.0,0,0,0,0,1
515,50.0,2275.0,0,0,1,0,0
516,50.0,2325.0,0,0,1,0,0
517,75.0,2400.0,1,0,0,1,0
518,-50.0,2350.0,0,1,0,0,0
519,-50.0,2300.0,0,1,0,0,0
520,-50.0,2250.0,0,1,0,0,0
521,0.0,2250.0,0,0,0,0,1
522,50.0,2300.0,0,0,1,0,0
523,-50.0,2250.0,0,1,0,0,0
524,-50.0,2200.0,0,1,0,0,0
525,50.0,2250.0,0,0,1,0,0
526,-50.0,2200.0,0,1,0,0,0
527,-50.0,2150.0,0,1,0,0,0
528,50.0,2200.0,0,0,1,0,0
529,-50.0,2150.0,0,1,0,0,0
530,-25.0,2125.0,0,0,1,0,0
531,-50.0,2075.0,0,1,0,0,0
532,-50.0,2025.0,0,1,0,0,0
533,-50.0,1975.0,0,1,0,0,0
534,50.0,2025.0,0,0,1,0,0
535,0.0,2025.0,0,0,0,0,1
536,50.0,2075.0,0,0,1,0,0
537,-50.0,2025.0,0,1,0,0,0
538,-50.0,1975.0,0,1,0,0,0
539,-50.0,1925.0,0,1,0,0,0
540,0.0,1925.0,0,0,0,0,1
541,-50.0,1875.0,0,1,0,0,0
542,-50.0,1825.0,0,1,0,0,0
543,-50.0,1775.0,0,0,1,0,0
544,50.0,1825.0,0,0,1,0,0
545,-25.0,1800.0,0,0,1,0,0
546,-50.0,1750.0,0,1,0,0,0
547,0.0,1750.0,0,0,0,0,1
548,-50.0,1700.0,0,1,0,0,0
549,-50.0,1650.0,0,1,0,0,0
550,50.0,1700.0,0,0,1,0,0
551,-50.0,1650.0,0,1,0,0,0
552,-50.0,1600.0,0,1,0,0,0
553,-50.0,1550.0,0,1,0,0,0
554,50.0,1600.0,0,0,1,0,0
555,-50.0,1550.0,0,1,0,0,0
556,50.0,1600.0,0,0,1,0,0
557,-50.0,1550.0,0,0,1,0,0
558,50.0,1600.0,0,0,1,0,0
559,0.0,1600.0,0,0,0,0,1
560,50.0,1650.0,0,0,1,0,0
561,-50.0,1600.0,0,1,0,0,0
562,50.0,1650.0,0,0,1,0,0
563,-50.0,1600.0,0,0,1,0,0
564,-50.0,1550.0,0,1,0,0,0
565,-50.0,1500.0,0,1,0,0,0
566,50.0,1550.0,0,0,1,0,0
567,-50.0,1500.0,0,1,0,0,0
568,-50.0,1450.0,0,1,0,0,0
568,-50.0,1400.0,0,1,0,0,0
568,-50.0,1350.0,0,1,0,0,0
569,-50.0,1300.0,0,1,0,0,0
570,-50.0,1250.0,0,1,0,0,0
571,0.0,1250.0,0,0,0,0,1
572,-50.0,1200.0,0,0,1,0,0
573,-50.0,1150.0,0,1,0,0,0
574,-50.0,1100.0,0,1,0,0,0
575,-50.0,1050.0,0,1,0,0,0
576,-50.0,1000.0,0,1,0,0,0
577,50.0,1050.0,0,0,1,0,0
578,50.0,1100.0,0,0,1,0,0
579,0.0,1100.0,0,0,0,0,1
580,50.0,1150.0,0,0,1,0,0
581,-25.0,1125.0,0,0,1,0,0
582,-50.0,1075.0,0,1,0,0,0
583,75.0,1150.0,1,0,0,1,0
584,0.0,1150.0,0,0,0,0,1
585,50.0,1200.0,0,0,1,0,0
586,50.0,1250.0,0,0,1,0,0
587,50.0,1300.0,0,0,1,0,0
588,50.0,1350.0,0,0,1,0,0
589,0.0,1350.0,0,0,0,0,1
590,-25.0,1325.0,0,0,1,0,0
591,-50.0,1275.0,0,1,0,0,0
592,50.0,1325.0,0,0,1,0,0
593,50.0,1375.0,0,0,1,0,0
594,-25.0,1350.0,0,0,1,0,0
595,0.0,1350.0,0,0,0,0,1
596,50.0,1400.0,0,0,1,0,0
597,-50.0,1350.0,0,1,0,0,0
598,-50.0,1300.0,0,0,1,0,0
599,-25.0,1275.0,0,0,1,0,0
600,0.0,1275.0,0,0,0,0,1
601,75.0,1350.0,1,0,0,1,0
602,-50.0,1300.0,0,1,0,0,0
603,50.0,1350.0,0,0,1,0,0
604,-50.0,1300.0,0,0,1,0,0
605,50.0,1350.0,0,0,1,0,0
606,50.0,1400.0,0,0,1,0,0
607,50.0,1450.0,0,0,1,0,0
608,-50.0,1400.0,0,1,0,0,0
609,-50.0,1350.0,0,1,0,0,0
610,-50.0,1300.0,0,1,0,0,0
611,-25.0,1275.0,0,0,1,0,0
612,50.0,1325.0,0,0,1,0,0
613,-25.0,1300.0,0,0,1,0,0
614,-50.0,1250.0,0,1,0,0,0
615,50.0,1300.0,0,0,1,0,0
616,50.0,1350.0,0,0,1,0,0
617,-50.0,1300.0,0,0,1,0,0
618,-50.0,1250.0,0,1,0,0,0
619,0.0,1250.0,0,0,0,0,1
620,-50.0,1200.0,0,1,0,0,0
621,-50.0,1150.0,0,1,0,0,0
622,50.0,1200.0,0,0,1,0,0
623,50.0,1250.0,0,0,1,0,0
624,-50.0,1200.0,0,1,0,0,0
625,-50.0,1150.0,0,1,0,0,0
626,-50.0,1100.0,0,1,0,0,0
626,-50.0,1050.0,0,1,0,0,0
626,-50.0,1000.0,0,1,0,0,0
627,0.0,1000.0,0,0,0,0,1
628,50.0,1050.0,0,0,1,0,0
629,-25.0,1025.0,0,0,1,0,0
630,-50.0,975.0,0,1,0,0,0
631,-50.0,925.0,0,1,0,0,0
632,-50.0,875.0,0,1,0,0,0
633,-50.0,825.0,0,1,0,0,0
634,50.0,875.0,0,0,1,0,0
635,0.0,875.0,0,0,0,0,1
636,-50.0,825.0,0,1,0,0,0
637,-50.0,775.0,0,1,0,0,0
638,-25.0,750.0,0,0,1,0,0
639,50.0,800.0,0,0,1,0,0
640,0.0,800.0,0,0,0,0,1
641,50.0,850.0,0,0,1,0,0
642,0.0,850.0,0,0,0,0,1
643,-50.0,800.0,0,1,0,0,0
644,50.0,850.0,0,0,1,0,0
645,-50.0,800.0,0,0,1,0,0
646,50.0,850.0,0,0,1,0,0
647,-50.0,800.0,0,1,0,0,0
648,50.0,850.0,0,0,1,0,0
648,50.0,900.0,0,0,1,0,0
648,50.0,950.0,0,0,1,0,0
649,-50.0,900.0,0,1,0,0,0
649,-50.0,850.0,0,1,0,0,0
649,0.0,850.0,0,0,0,0,1
649,-50.0,800.0,0,1,0,0,0
649,-50.0,750.0,0,1,0,0,0
650,50.0,800.0,0,0,1,0,0
651,-50.0,750.0,0,1,0,0,0
652,50.0,800.0,0,0,1,0,0
653,50.0,850.0,0,0,1,0,0
654,-50.0,800.0,0,1,0,0,0
655,-50.0,750.0,0,1,0,0,0
656,-50.0,700.0,0,1,0,0,0
657,-50.0,650.0,0,0,1,0,0
658,50.0,700.0,0,0,1,0,0
659,50.0,750.0,0,0,1,0,0
660,50.0,800.0,0,0,1,0,0
661,50.0,850.0,0,0,1,0,0
662,0.0,850.0,0,0,0,0,1
663,-50.0,800.0,0,1,0,0,0
664,50.0,850.0,0,0,1,0,0
665,-50.0,800.0,0,1,0,0,0
666,50.0,850.0,0,0,1,0,0
667,0.0,850.0,0,0,0,0,1
668,-50.0,800.0,0,1,0,0,0
669,-50.0,750.0,0,1,0,0,0
670,50.0,800.0,0,0,1,0,0
671,50.0,850.0,0,0,1,0,0
672,50.0,900.0,0,0,1,0,0
673,50.0,950.0,0,0,1,0,0
674,50.0,1000.0,0,0,1,0,0
675,50.0,1050.0,0,0,1,0,0
676,50.0,1100.0,0,0,1,0,0
677,50.0,1150.0,0,0,1,0,0
677,50.0,1200.0,0,0,1,0,0
677,50.0,1250.0,0,0,1,0,0
678,50.0,1300.0,0,0,1,0,0
679,0.0,1300.0,0,0,0,0,1
680,-50.0,1250.0,0,1,0,0,0
681,-25.0,1225.0,0,0,1,0,0
682,50.0,1275.0,0,0,1,0,0
683,-50.0,1225.0,0,1,0,0,0
684,50.0,1275.0,0,0,1,0,0
685,-50.0,1225.0,0,1,0,0,0
686,-50.0,1175.0,0,1,0,0,0
687,-50.0,1125.0,0,1,0,0,0
688,-50.0,1075.0,0,1,0,0,0
689,50.0,1125.0,0,0,1,0,0
690,50.0,1175.0,0,0,1,0,0
691,75.0,1250.0,1,0,0,1,0
692,50.0,1300.0,0,0,1,0,0
693,-50.0,1250.0,0,1,0,0,0
694,-50.0,1200.0,0,1,0,0,0
695,-25.0,1175.0,0,0,1,0,0
696,50.0,1225.0,0,0,1,0,0
697,50.0,1275.0,0,0,1,0,0
698,50.0,1325.0,0,0,1,0,0
699,-25.0,1300.0,0,0,1,0,0
700,-25.0,1275.0,0,0,1,0,0
701,50.0,1325.0,0,0,1,0,0
702,50.0,1375.0,0,0,1,0,0
703,-50.0,1325.0,0,0,1,0,0
704,-50.0,1275.0,0,1,0,0,0
705,-50.0,1225.0,0,1,0,0,0
706,-50.0,1175.0,0,1,0,0,0
707,0.0,1175.0,0,0,0,0,1
708,-50.0,1125.0,0,1,0,0,0
709,50.0,1175.0,0,0,1,0,0
710,50.0,1225.0,0,0,1,0,0
711,-50.0,1175.0,0,1,0,0,0
712,0.0,1175.0,0,0,0,0,1
713,50.0,1225.0,0,0,1,0,0
714,75.0,1300.0,1,0,0,1,0
715,0.0,1300.0,0,0,0,0,1
716,50.0,1350.0,0,0,1,0,0
717,50.0,1400.0,0,0,1,0,0
718,-25.0,1375.0,0,0,1,0,0
719,0.0,1375.0,0,0,0,0,1
720,50.0,1425.0,0,0,1,0,0
721,50.0,1475.0,0,0,1,0,0
722,50.0,1525.0,0,0,1,0,0
723,-50.0,1475.0,0,1,0,0,0
724,-50.0,1425.0,0,1,0,0,0
725,-25.0,1400.0,0,0,1,0,0
726,50.0,1450.0,0,0,1,0,0
727,50.0,1500.0,0,0,1,0,0
728,-50.0,1450.0,0,1,0,0,0
729,-50.0,1400.0,0,1,0,0,0
730,50.0,1450.0,0,0,1,0,0
731,50.0,1500.0,0,0,1,0,0
732,-50.0,1450.0,0,1,0,0,0
733,50.0,1500.0,0,0,1,0,0
734,-50.0,1450.0,0,1,0,0,0
735,-50.0,1400.0,0,1,0,0,0
736,-50.0,1350.0,0,1,0,0,0
737,-50.0,1300.0,0,1,0,0,0
738,-50.0,1250.0,0,0,1,0,0
739,50.0,1300.0,0,0,1,0,0
740,-50.0,1250.0,0,1,0,0,0
741,-50.0,1200.0,0,1,0,0,0
742,50.0,1250.0,0,0,1,0,0
743,50.0,1300.0,0,0,1,0,0
744,-50.0,1250.0,0,1,0,0,0
745,0.0,1250.0,0,0,0,0,1
746,-50.0,1200.0,0,1,0,0,0
747,-50.0,1150.0,0,0,1,0,0
748,50.0,1200.0,0,0,1,0,0
749,-50.0,1150.0,0,1,0,0,0
750,-50.0,1100.0,0,1,0,0,0
751,-50.0,1050.0,0,1,0,0,0
752,75.0,1125.0,1,0,0,1,0
753,-50.0,1075.0,0,1,0,0,0
754,0.0,1075.0,0,0,0,0,1
755,50.0,1125.0,0,0,1,0,0
756,50.0,1175.0,0,0,1,0,0
757,50.0,1225.0,0,0,1,0,0
758,50.0,1275.0,0,0,1,0,0
759,50.0,1325.0,0,0,1,0,0
760,-50.0,1275.0,0,1,0,0,0
761,-50.0,1225.0,0,1,0,0,0
762,50.0,1275.0,0,0,1,0,0
763,50.0,1325.0,0,0,1,0,0
764,-50.0,1275.0,0,1,0,0,0
765,-50.0,1225.0,0,1,0,0,0
766,-25.0,1200.0,0,0,1,0,0
767,50.0,1250.0,0,0,1,0,0
768,-50.0,1200.0,0,1,0,0,0
768,-50.0,1150.0,0,1,0,0,0
768,0.0,1150.0,0,0,0,0,1
769,-25.0,1125.0,0,0,1,0,0
770,-50.0,1075.0,0,1,0,0,0
771,-50.0,1025.0,0,1,0,0,0
772,-50.0,975.0,0,1,0,0,0
773,0.0,975.0,0,0,0,0,1
774,50.0,1025.0,0,0,1,0,0
775,-50.0,975.0,0,1,0,0,0
776,-50.0,925.0,0,1,0,0,0
777,-50.0,875.0,0,1,0,0,0
778,-50.0,825.0,0,0,1,0,0
779,50.0,875.0,0,0,1,0,0
780,0.0,875.0,0,0,0,0,1
781,50.0,925.0,0,0,1,0,0
782,50.0,975.0,0,0,1,0,0
783,-50.0,925.0,0,1,0,0,0
784,-50.0,875.0,0,1,0,0,0
785,50.0,925.0,0,0,1,0,0
786,50.0,975.0,0,0,1,0,0
787,50.0,1025.0,0,0,1,0,0
788,50.0,1075.0,0,0,1,0,0
789,50.0,1125.0,0,0,1,0,0
790,50.0,1175.0,0,0,1,0,0
791,50.0,1225.0,0,0,1,0,0
792,50.0,1275.0,0,0,1,0,0
793,50.0,1325.0,0,0,1,0,0
794,50.0,1375.0,0,0,1,0,0
795,-50.0,1325.0,0,1,0,0,0
796,-50.0,1275.0,0,1,0,0,0
797,-50.0,1225.0,0,1,0,0,0
798,50.0,1275.0,0,0,1,0,0
799,-50.0,1225.0,0,1,0,0,0
800,0.0,1225.0,0,0,0,0,1
801,-50.0,1175.0,0,1,0,0,0
802,50.0,1225.0,0,0,1,0,0
803,-50.0,1175.0,0,1,0,0,0
804,-50.0,1125.0,0,1,0,0,0
805,0.0,1125.0,0,0,0,0,1
806,-50.0,1075.0,0,1,0,0,0
807,-25.0,1050.0,0,0,1,0,0
808,-50.0,1000.0,0,1,0,0,0
809,0.0,1000.0,0,0,0,0,1
810,50.0,1050.0,0,0,1,0,0
811,-50.0,1000.0,0,1,0,0,0
812,-50.0,950.0,0,0,1,0,0
813,50.0,1000.0,0,0,1,0,0
814,0.0,1000.0,0,0,0,0,1
815,-50.0,950.0,0,1,0,0,0
816,-50.0,900.0,0,1,0,0,0
817,-50.0,850.0,0,1,0,0,0
818,-50.0,800.0,0,0,1,0,0
819,50.0,850.0,0,0,1,0,0
820,-50.0,800.0,0,1,0,0,0
821,-50.0,750.0,0,1,0,0,0
822,-50.0,700.0,0,1,0,0,0
823,-50.0,650.0,0,1,0,0,0
824,50.0,700.0,0,0,1,0,0
825,-50.0,650.0,0,0,1,0,0
826,0.0,650.0,0,0,0,0,1
827,50.0,700.0,0,0,1,0,0
828,50.0,750.0,0,0,1,0,0
829,-50.0,700.0,0,1,0,0,0
830,-50.0,650.0,0,1,0,0,0
831,-50.0,600.0,0,1,0,0,0
832,-50.0,550.0,0,1,0,0,0
833,-50.0,500.0,0,1,0,0,0
834,0.0,500.0,0,0,0,0,1
835,-50.0,450.0,0,1,0,0,0
836,50.0,500.0,0,0,1,0,0
837,-50.0,450.0,0,1,0,0,0
838,-50.0,400.0,0,1,0,0,0
839,50.0,450.0,0,0,1,0,0
840,-25.0,425.0,0,0,1,0,0
841,50.0,475.0,0,0,1,0,0
842,-50.0,425.0,0,1,0,0,0
843,0.0,425.0,0,0,0,0,1
844,-50.0,375.0,0,1,0,0,0
845,50.0,425.0,0,0,1,0,0
846,50.0,475.0,0,0,1,0,0
847,-50.0,425.0,0,1,0,0,0
847,-50.0,375.0,0,1,0,0,0
847,-50.0,325.0,0,1,0,0,0
848,50.0,375.0,0,0,1,0,0
849,50.0,425.0,0,0,1,0,0
850,75.0,500.0,1,0,0,1,0
851,-50.0,450.0,0,1,0,0,0
852,-50.0,400.0,0,1,0,0,0
853,-50.0,350.0,0,1,0,0,0
854,-50.0,300.0,0,1,0,0,0
855,50.0,350.0,0,0,1,0,0
856,-50.0,300.0,0,1,0,0,0
857,0.0,300.0,0,0,0,0,1
858,-50.0,250.0,0,1,0,0,0
859,0.0,250.0,0,0,0,0,1
860,50.0,300.0,0,0,1,0,0
861,50.0,350.0,0,0,1,0,0
862,-25.0,325.0,0,0,1,0,0
863,-50.0,275.0,0,1,0,0,0
864,50.0,325.0,0,0,1,0,0
865,50.0,375.0,0,0,1,0,0
866,0.0,375.0,0,0,0,0,1
867,-25.0,350.0,0,0,1,0,0
868,-50.0,300.0,0,1,0,0,0
869,-50.0,250.0,0,0,1,0,0
870,-50.0,200.0,0,1,0,0,0
871,-50.0,150.0,0,1,0,0,0
872,50.0,200.0,0,0,1,0,0
873,-50.0,150.0,0,1,0,0,0
874,-50.0,100.0,0,1,0,0,0
875,75.0,175.0,1,0,0,1,0
876,-50.0,125.0,0,1,0,0,0
877,50.0,175.0,0,0,1,0,0
878,-50.0,125.0,0,1,0,0,0
879,-50.0,75.0,0,1,0,0,0
880,50.0,125.0,0,0,1,0,0
881,0.0,125.0,0,0,0,0,1
882,-25.0,100.0,0,0,1,0,0
883,50.0,150.0,0,0,1,0,0
884,-50.0,100.0,0,0,1,0,0
885,-50.0,50.0,0,1,0,0,0
886,0.0,50.0,0,0,0,0,1
887,50.0,100.0,0,0,1,0,0
888,-50.0,50.0,0,1,0,0,0
889,-25.0,25.0,0,0,1,0,0
890,-50.0,-25.0,0,1,0,0,0
890,-50.0,-75.0,0,1,0,0,0
890,-50.0,-125.0,0,1,0,0,0
890,-50.0,-175.0,0,1,0,0,0
890,-50.0,-225.0,0,1,0,0,0
891,-50.0,-275.0,0,1,0,0,0
892,0.0,-275.0,0,0,0,0,1
893,-50.0,-325.0,0,1,0,0,0
894,0.0,-325.0,0,0,0,0,1
895,50.0,-275.0,0,0,1,0,0
896,50.0,-225.0,0,0,1,0,0
897,-50.0,-275.0,0,1,0,0,0
898,50.0,-225.0,0,0,1,0,0
899,0.0,-225.0,0,0,0,0,1
900,-50.0,-275.0,0,1,0,0,0
901,50.0,-225.0,0,0,1,0,0
902,-50.0,-275.0,0,1,0,0,0
903,50.0,-225.0,0,0,1,0,0
904,0.0,-225.0,0,0,0,0,1
905,-50.0,-275.0,0,1,0,0,0
906,-50.0,-325.0,0,1,0,0,0
907,0.0,-325.0,0,0,0,0,1
908,-50.0,-375.0,0,1,0,0,0
909,-50.0,-425.0,0,1,0,0,0
910,0.0,-425.0,0,0,0,0,1
911,-50.0,-475.0,0,1,0,0,0
911,-50.0,-525.0,0,1,0,0,0
911,-50.0,-575.0,0,1,0,0,0
912,0.0,-575.0,0,0,0,0,1
913,50.0,-525.0,0,0,1,0,0
914,-50.0,-575.0,0,1,0,0,0
915,-50.0,-625.0,0,0,1,0,0
916,50.0,-575.0,0,0,1,0,0
917,-50.0,-625.0,0,1,0,0,0
917,-50.0,-675.0,0,1,0,0,0
917,-50.0,-725.0,0,1,0,0,0
918,50.0,-675.0,0,0,1,0,0
918,50.0,-625.0,0,0,1,0,0
918,50.0,-575.0,0,0,1,0,0
919,-25.0,-600.0,0,0,1,0,0
920,-50.0,-650.0,0,1,0,0,0
920,50.0,-600.0,0,0,1,0,0
920,50.0,-550.0,0,0,1,0,0
921,50.0,-500.0,0,0,1,0,0
922,-50.0,-550.0,0,1,0,0,0
923,-50.0,-600.0,0,0,1,0,0
924,50.0,-550.0,0,0,1,0,0
925,50.0,-500.0,0,0,1,0,0
926,-50.0,-550.0,0,1,0,0,0
927,0.0,-550.0,0,0,0,0,1
928,-50.0,-600.0,0,1,0,0,0
929,-50.0,-650.0,0,1,0,0,0
930,0.0,-650.0,0,0,0,0,1
931,-50.0,-700.0,0,1,0,0,0
932,50.0,-650.0,0,0,1,0,0
933,-25.0,-675.0,0,0,1,0,0
934,-50.0,-725.0,0,1,0,0,0
935,-25.0,-750.0,0,0,1,0,0
936,50.0,-700.0,0,0,1,0,0
937,0.0,-700.0,0,0,0,0,1
938,-50.0,-750.0,0,1,0,0,0
939,0.0,-750.0,0,0,0,0,1
940,-25.0,-775.0,0,0,1,0,0
941,-50.0,-825.0,0,1,0,0,0
942,75.0,-750.0,1,0,0,1,0
943,-50.0,-800.0,0,1,0,0,0
944,50.0,-750.0,0,0,1,0,0
945,-25.0,-775.0,0,0,1,0,0
946,0.0,-775.0,0,0,0,0,1
947,50.0,-725.0,0,0,1,0,0
948,-50.0,-775.0,0,1,0,0,0
949,50.0,-725.0,0,0,1,0,0
950,50.0,-675.0,0,0,1,0,0
951,50.0,-625.0,0,0,1,0,0
952,-50.0,-675.0,0,1,0,0,0
953,-50.0,-725.0,0,1,0,0,0
954,50.0,-675.0,0,0,1,0,0
955,-50.0,-725.0,0,1,0,0,0
956,-50.0,-775.0,0,1,0,0,0
957,50.0,-725.0,0,0,1,0,0
958,-50.0,-775.0,0,1,0,0,0
959,50.0,-725.0,0,0,1,0,0
960,50.0,-675.0,0,0,1,0,0
960,50.0,-625.0,0,0,1,0,0
960,50.0,-575.0,0,0,1,0,0
961,50.0,-525.0,0,0,1,0,0
961,50.0,-475.0,0,0,1,0,0
961,50.0,-425.0,0,0,1,0,0
962,-50.0,-475.0,0,1,0,0,0
963,-50.0,-525.0,0,1,0,0,0
964,50.0,-475.0,0,0,1,0,0
965,-50.0,-525.0,0,1,0,0,0
966,50.0,-475.0,0,0,1,0,0
967,-50.0,-525.0,0,1,0,0,0
968,-50.0,-575.0,0,0,1,0,0
969,50.0,-525.0,0,0,1,0,0
970,0.0,-525.0,0,0,0,0,1
971,-50.0,-575.0,0,1,0,0,0
972,0.0,-575.0,0,0,0,0,1
973,0.0,-575.0,0,0,0,0,1
974,-50.0,-625.0,0,1,0,0,0
975,-50.0,-675.0,0,1,0,0,0
976,-50.0,-725.0,0,1,0,0,0
976,-50.0,-775.0,0,1,0,0,0
976,-50.0,-825.0,0,1,0,0,0
977,-50.0,-875.0,0,1,0,0,0
977,-50.0,-925.0,0,1,0,0,0
977,-50.0,-975.0,0,1,0,0,0
978,50.0,-925.0,0,0,1,0,0
979,-50.0,-975.0,0,1,0,0,0
980,-50.0,-1025.0,0,1,0,0,0
981,-50.0,-1075.0,0,1,0,0,0
982,0.0,-1075.0,0,0,0,0,1
983,50.0,-1025.0,0,0,1,0,0
984,0.0,-1025.0,0,0,0,0,1
985,50.0,-975.0,0,0,1,0,0
986,-25.0,-1000.0,0,0,1,0,0
987,50.0,-950.0,0,0,1,0,0
988,0.0,-950.0,0,0,0,0,1
989,50.0,-900.0,0,0,1,0,0
990,75.0,-825.0,1,0,0,1,0
991,50.0,-775.0,0,0,1,0,0
992,-50.0,-825.0,0,0,1,0,0
993,-50.0,-875.0,0,1,0,0,0
994,-50.0,-925.0,0,1,0,0,0
995,0.0,-925.0,0,0,0,0,1
996,-50.0,-975.0,0,1,0,0,0
997,0.0,-975.0,0,0,0,0,1
998,50.0,-925.0,0,0,1,0,0
999,75.0,-850.0,1,0,0,1,0
